stratum,path,bit,draw,abs_bit,cycle,cls,out_ok,hang,cnt_ok,cnt_err,gave_up_early,never_gives_up,strap_ok,noboot_set,valid_lost,record_ok,tmr_report
epoch,epoch_q,24,3,24,32,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,25,0,25,36,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,25,1,25,15,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,25,2,25,25,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,25,3,25,63,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,26,0,26,93,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,26,1,26,20,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,26,2,26,74,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,26,3,26,38,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,27,0,27,98,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,27,1,27,52,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,27,2,27,98,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,27,3,27,93,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,28,0,28,81,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,28,1,28,61,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,28,2,28,75,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,28,3,28,78,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,29,0,29,73,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,29,1,29,27,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,29,2,29,52,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,29,3,29,63,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,30,0,30,56,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,30,1,30,48,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,30,2,30,85,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,30,3,30,85,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,31,0,31,20,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,31,1,31,26,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,31,2,31,70,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,31,3,31,57,SDC,False,,True,0,False,False,True,False,False,False,0
